name,dateissue,Value
????,13970829,19725.2
????,13970828,19686.6
????,13970827,19566.2
????,13970826,19964.6
????,13970823,20132.6
????,13970822,20224.6
????,13970821,20089
????,13970820,19876
????,13970819,20106.1
????,13970815,20071.3
????,13970814,19940.8
????,13970813,19694.3
????,13970812,19853.7
????,13970809,19980.8
????,13970807,19832.6
????,13970806,19449.9
????,13970805,19331.6
????,13970802,19593.6
????,13970801,20001
????,13970730,20435.2
????,13970729,20700.4
????,13970728,20737.1
????,13970725,20264.3
????,13970724,20491.8
????,13970723,20293.3
????,13970722,20104.3
????,13970721,20309.2
????,13970718,20803.3
????,13970717,21194.8
????,13970716,21336.8
????,13970715,21771.9
????,13970714,22410.3
????,13970711,22776.2
????,13970710,23358.1
????,13970709,24034.8
????,13970708,23935.1
????,13970707,23053
????,13970704,22230.9
????,13970703,21497.8
????,13970702,20741.4
????,13970701,20301.1
????,13970631,19740
????,13970627,19156
????,13970626,18769.3
????,13970625,18273.1
????,13970624,18359
????,13970621,17914.3
????,13970620,17396.6
????,13970619,17068.5
????,13970618,16575.3
????,13970617,16123.8
????,13970614,15692.9
????,13970613,15543.1
????,13970612,15365
????,13970611,15302.6
????,13970610,15325.1
????,13970607,15109.2
????,13970606,14947.9
????,13970605,14922.1
????,13970604,14761.7
????,13970603,14459.4
????,13970530,14190
????,13970529,14087.4
????,13970528,13934
????,13970527,13744.7
????,13970524,13542.7
????,13970523,13513
????,13970522,13458.3
????,13970521,13432.5
????,13970520,13377.6
????,13970517,13386.6
????,13970516,13412.6
????,13970515,13407.3
????,13970514,13366.6
????,13970513,13295.6
????,13970510,13406.9
????,13970509,13332.1
????,13970508,13002.2
????,13970507,12988.6
????,13970506,12991.6
????,13970505,12943.8
????,13970504,12943.8
????,13970503,12943.8
????,13970502,12936.1
????,13970501,12946.1
????,13970431,13066.5
????,13970430,13087.5
????,13970427,13047.3
????,13970426,13084.9
????,13970425,13094.3
????,13970424,13132.5
????,13970423,13170.4
????,13970420,13171.1
????,13970419,13316.6
????,13970417,13365.2
????,13970416,13434.1
????,13970413,13467.4
????,13970412,13493.7
????,13970411,13417.9
????,13970410,13386.9
????,13970409,13538.8
????,13970406,13517.2
????,13970405,13675.5
????,13970404,13837.5
????,13970403,13710.1
????,13970402,13537.6
????,13970330,13413.7
????,13970329,13308.2
????,13970328,13340
????,13970327,13302.1
????,13970323,13019.2
????,13970322,12779.6
????,13970321,12715.6
????,13970320,12716.9
????,13970319,12698.4
????,13970313,12648.9
????,13970312,12622.3
????,13970309,12608.1
????,13970308,12620.6
????,13970307,12660.4
????,13970306,12734.4
????,13970305,12746.2
????,13970302,12719.9
????,13970301,12686.5
????,13970231,12713.9
????,13970230,12726.1
????,13970229,12702.1
????,13970226,12634.5
????,13970225,12636.7
????,13970224,12583.9
????,13970223,12406.8
????,13970222,12266.4
????,13970219,12223.7
????,13970218,12335.3
????,13970217,12240.4
????,13970216,12176.3
????,13970215,12262.6
????,13970211,12330
????,13970210,12336
????,13970209,12339
????,13970208,12415.6
????,13970205,12508.2
????,13970204,12485.2
????,13970203,12430
????,13970202,12449.8
????,13970201,12477.1
????,13970129,12443.6
????,13970128,12413.6
????,13970127,12398.7
????,13970126,12413
????,13970122,12476.5
????,13970121,12615.3
????,13970120,12593.3
????,13970119,12709.1
????,13970118,12855.8
????,13970115,12901.6
????,13970114,12909
????,13970108,12893.6
????,13970107,12866.7
????,13970106,12871.6
????,13970105,12872.5
????,13961228,12854.6
????,13961227,12764.1
????,13961226,12716.4
????,13961223,12754.9
????,13961222,12812.1
????,13961221,12809.6
????,13961220,12810.2
????,13961219,12882.4
????,13961216,12937.6
????,13961215,13031.5
????,13961214,13125.1
????,13961213,13175.6
